task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
120	ac/13e682	4062176	NFCORE_PANGENOME:PANGENOME:MULTIQC_COMMUNITY (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1)	COMPLETED	0	2024-04-04 16:06:00.192	4.7s	4.7s	295.1%	109.8 MB	2.4 GB	900.2 MB	3 MB
142	c2/031139	4070642	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_LAYOUT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix)	COMPLETED	0	2024-04-04 16:06:04.635	649ms	597ms	276.1%	17.6 MB	172.7 MB	364.7 KB	10.6 KB
148	e6/7c5760	4071755	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_HEIGHT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix)	COMPLETED	0	2024-04-04 16:06:05.293	218ms	169ms	650.7%	38.3 MB	301.1 MB	359.8 KB	7.1 KB
125	aa/5c9336	4067299	NFCORE_PANGENOME:PANGENOME:MULTIQC_COMMUNITY (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5)	COMPLETED	0	2024-04-04 16:06:01.649	4.6s	4.5s	298.7%	115.8 MB	2.4 GB	791.1 MB	3 MB
136	1a/2350be	4069194	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_MULTIQC (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix)	COMPLETED	0	2024-04-04 16:06:03.103	4s	4s	134.3%	964.9 MB	1.9 GB	362.8 KB	368.6 KB
149	87/c677c9	4071756	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_MULTIQC (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix)	COMPLETED	0	2024-04-04 16:06:05.296	3.8s	3.8s	133.9%	964.9 MB	1.8 GB	359.8 KB	376.2 KB
150	7e/a32f94	4072541	NFCORE_PANGENOME:PANGENOME:MULTIQC_COMMUNITY (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4)	COMPLETED	0	2024-04-04 16:06:07.130	4.5s	4.3s	322.6%	116.8 MB	2.4 GB	791.1 MB	3 MB
151	20/4620fa	4072992	NFCORE_PANGENOME:PANGENOME:MULTIQC_COMMUNITY (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3)	COMPLETED	0	2024-04-04 16:06:09.114	4.5s	4.4s	309.2%	115.5 MB	2.4 GB	754.1 MB	3 MB
37	47/06a2e6	3956576	NFCORE_PANGENOME:PANGENOME:PGGB:WFMASH_MAP_ALIGN (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.0)	COMPLETED	0	2024-04-04 16:05:41.673	1m 1s	1m 1s	598.3%	143.9 MB	8.7 GB	365 MB	20.7 MB
152	8f/bf3396	4074867	NFCORE_PANGENOME:PANGENOME:PGGB:SEQWISH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.0)	COMPLETED	0	2024-04-04 16:06:42.520	19.6s	19.5s	474.9%	803.6 MB	1.6 GB	23.9 MB	191.8 MB
154	a6/d63528	4076045	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.0.seqwish)	COMPLETED	0	2024-04-04 16:07:02.116	1.6s	1.5s	33.3%	27.7 MB	83.9 MB	3.4 MB	3.8 MB
155	92/7a4d70	4076425	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.0.seqwish)	COMPLETED	0	2024-04-04 16:07:03.753	174ms	106ms	103.5%	14.5 MB	38.3 MB	4 MB	1.2 KB
