task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
62	32/610329	4029217	NFCORE_PANGENOME:PANGENOME:PGGB:GFAFFIX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5)	COMPLETED	0	2024-04-04 16:05:53.155	111ms	16ms	79.0%	0	0	510.1 KB	152.1 KB
63	36/6127c3	4029230	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 16:05:53.164	121ms	65ms	1247.8%	3.1 MB	11 MB	352.7 KB	154 KB
65	be/5731c1	4029684	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 16:05:53.294	618ms	571ms	417.9%	17.5 MB	244.7 MB	356.3 KB	158.2 KB
69	42/33ce85	4032488	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 16:05:53.922	123ms	23ms	113.3%	0	0	352.2 KB	1.2 KB
67	5b/dab81c	4032587	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 16:05:53.929	124ms	25ms	112.8%	0	0	352.2 KB	151.9 KB
74	b4/bb04a6	4032684	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_POS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_pos)	COMPLETED	0	2024-04-04 16:05:53.931	132ms	69ms	98.8%	3.3 MB	11 MB	352.2 KB	2.4 KB
71	22/92b54a	4032965	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 16:05:53.942	126ms	60ms	85.1%	3.3 MB	11 MB	352.2 KB	1.3 KB
70	54/d34e55	4033103	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_DEPTH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_depth)	COMPLETED	0	2024-04-04 16:05:53.948	132ms	57ms	94.6%	0	0	352.2 KB	1.6 KB
73	af/d913c6	4032800	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_O)	COMPLETED	0	2024-04-04 16:05:53.937	240ms	58ms	86.3%	3.3 MB	11 MB	352.2 KB	840 B
68	54/4dbefb	4033037	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_UNCALLED (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_uncalled)	COMPLETED	0	2024-04-04 16:05:53.945	237ms	59ms	98.7%	3.3 MB	11 MB	352.2 KB	1.9 KB
72	ea/fe4be2	4032772	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COLOR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz)	COMPLETED	0	2024-04-04 16:05:53.934	268ms	59ms	75.1%	0	0	352.2 KB	1.8 KB
59	7b/840384	4028585	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 16:05:52.786	1.6s	1.5s	2.6%	9.6 MB	66.9 MB	351.7 KB	160.3 KB
61	e6/3f1ac1	4028758	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 16:05:52.889	1.6s	1.5s	2.6%	9.5 MB	62.9 MB	355 KB	214 KB
75	2c/9e9f4c	4038964	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 16:05:54.372	105ms	52ms	1620.1%	3.3 MB	11 MB	358 KB	158.8 KB
66	ab/70afb3	4032894	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_LAYOUT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 16:05:53.939	659ms	601ms	210.8%	17.5 MB	208.7 MB	356.4 KB	5.4 KB
76	6b/93233a	4040859	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 16:05:54.477	138ms	81ms	1181.5%	3.1 MB	11 MB	411.6 KB	209.7 KB
64	dc/4bfe0c	4029649	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 16:05:53.278	1.6s	1.5s	2.0%	9.4 MB	58.9 MB	350 KB	157.7 KB
78	ed/efbd97	4043123	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_HEIGHT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 16:05:54.614	302ms	245ms	489.0%	49.3 MB	269.1 MB	352.8 KB	7.9 KB
81	a1/48e798	4044153	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 16:05:54.862	102ms	49ms	1853.6%	3.3 MB	11 MB	355.3 KB	156.7 KB
77	73/fc5195	4040997	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 16:05:54.486	1.2s	1.1s	228.4%	17.5 MB	244.7 MB	360.3 KB	167.8 KB
84	ce/210144	4045023	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 16:05:55.679	108ms	38ms	84.8%	0	0	357 KB	1.2 KB
87	d7/7e74e2	4045039	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 16:05:55.687	114ms	33ms	71.1%	0	0	357 KB	153.4 KB
85	4f/14c85c	4045051	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix.viz_O)	COMPLETED	0	2024-04-04 16:05:55.690	116ms	50ms	84.9%	0	0	357.1 KB	840 B
89	57/f44c84	4045031	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_POS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix.viz_pos)	COMPLETED	0	2024-04-04 16:05:55.682	135ms	49ms	96.5%	0	0	357.1 KB	2.5 KB
91	79/494e2e	4045033	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_UNCALLED (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix.viz_uncalled)	COMPLETED	0	2024-04-04 16:05:55.684	141ms	70ms	87.7%	3.1 MB	11 MB	357.1 KB	2 KB
86	b1/16e68d	4045067	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_DEPTH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix.viz_depth)	COMPLETED	0	2024-04-04 16:05:55.693	135ms	50ms	83.3%	0	0	357.1 KB	1.7 KB
88	64/8ff9c5	4045110	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COLOR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix.viz)	COMPLETED	0	2024-04-04 16:05:55.699	134ms	44ms	66.3%	0	0	357.1 KB	1.9 KB
90	03/87dcf5	4045091	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 16:05:55.696	141ms	52ms	76.2%	3.3 MB	11 MB	357.1 KB	1.3 KB
80	b8/bbe906	4043318	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 16:05:54.623	1.6s	1.6s	163.7%	18.6 MB	247.7 MB	411.7 KB	277.4 KB
94	1f/12f9fb	4046628	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.281	107ms	38ms	82.3%	0	0	407.9 KB	1.2 KB
97	af/8f1ee9	4046622	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COLOR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix.viz)	COMPLETED	0	2024-04-04 16:05:56.276	123ms	46ms	88.6%	0	0	408 KB	2.3 KB
99	77/86f5c3	4046624	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix.viz_O)	COMPLETED	0	2024-04-04 16:05:56.279	124ms	43ms	94.4%	0	0	408 KB	1.3 KB
92	ba/436d94	4046638	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.284	122ms	37ms	108.1%	0	0	407.9 KB	156.2 KB
96	ff/0ec7ae	4046649	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_POS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix.viz_pos)	COMPLETED	0	2024-04-04 16:05:56.286	124ms	52ms	92.8%	0	0	408 KB	3 KB
98	49/ad6798	4046663	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 16:05:56.289	124ms	44ms	87.9%	0	0	408 KB	1.7 KB
100	b6/5ba69b	4046681	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_DEPTH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix.viz_depth)	COMPLETED	0	2024-04-04 16:05:56.292	124ms	39ms	76.4%	0	0	408 KB	2 KB
95	b2/be4128	4046695	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_UNCALLED (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix.viz_uncalled)	COMPLETED	0	2024-04-04 16:05:56.295	125ms	43ms	73.7%	0	0	408 KB	2.3 KB
83	24/cf7446	4046149	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_LAYOUT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 16:05:55.828	610ms	562ms	219.3%	17.5 MB	208.7 MB	360.4 KB	13.3 KB
101	26/c5eb82	4047540	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_HEIGHT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.449	160ms	111ms	937.2%	24.8 MB	341.1 MB	358.6 KB	4.9 KB
82	4d/bb73e4	4045019	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 16:05:55.673	1.2s	1.1s	232.0%	17.5 MB	244.7 MB	358 KB	164.2 KB
93	be/a821e4	4046621	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_LAYOUT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.273	631ms	578ms	224.6%	17.6 MB	194.7 MB	411.8 KB	119.2 KB
105	b2/faf073	4050949	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.893	141ms	29ms	99.1%	0	0	354.9 KB	1.2 KB
106	3b/553393	4050860	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 16:05:56.887	178ms	82ms	74.4%	3.3 MB	11 MB	355 KB	1.2 KB
108	42/c588f0	4050891	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_O)	COMPLETED	0	2024-04-04 16:05:56.891	178ms	42ms	84.2%	0	0	355 KB	821 B
110	87/616776	4051235	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_DEPTH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_depth)	COMPLETED	0	2024-04-04 16:05:56.907	167ms	57ms	103.7%	0	0	355 KB	1.5 KB
109	03/54f5c9	4051019	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_UNCALLED (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_uncalled)	COMPLETED	0	2024-04-04 16:05:56.896	185ms	73ms	65.9%	3.3 MB	11 MB	355 KB	1.7 KB
107	c3/772db8	4051183	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COLOR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz)	COMPLETED	0	2024-04-04 16:05:56.902	188ms	61ms	53.4%	0	0	355 KB	1.7 KB
111	99/21d0b7	4051288	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_POS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_pos)	COMPLETED	0	2024-04-04 16:05:56.909	193ms	60ms	84.8%	0	0	355 KB	2.1 KB
104	b5/4aae8e	4051104	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_LAYOUT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.899	209ms	144ms	1064.5%	17.5 MB	212.7 MB	358.1 KB	11.4 KB
112	4d/2b3cbb	4051492	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_HEIGHT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.916	199ms	74ms	985.3%	3.3 MB	11 MB	423.5 KB	6.4 KB
103	fa/0fbe2f	4051205	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.905	273ms	61ms	53.8%	3.3 MB	11 MB	354.9 KB	151.7 KB
115	40/153197	4054498	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_HEIGHT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 16:05:57.121	178ms	127ms	851.9%	26.7 MB	333.6 MB	356.4 KB	5.3 KB
113	1b/5936bf	4051572	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_MULTIQC (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.919	666ms	586ms	268.4%	92.9 MB	565.6 MB	423.5 KB	351.6 KB
79	e9/054719	4043033	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_MULTIQC (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 16:05:54.611	4.3s	4.2s	132.4%	964.9 MB	1.8 GB	352.8 KB	354.9 KB
47	0e/cc77a5	4008563	NFCORE_PANGENOME:PANGENOME:PGGB:SMOOTHXG (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4)	COMPLETED	0	2024-04-04 16:05:49.457	9.8s	9.8s	179.0%	193.8 MB	563.4 MB	762.1 KB	4.2 MB
118	6a/91bcdc	4060399	NFCORE_PANGENOME:PANGENOME:PGGB:GFAFFIX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4)	COMPLETED	0	2024-04-04 16:05:59.309	85ms	16ms	85.9%	0	0	526.8 KB	158.7 KB
102	c3/b47be0	4047541	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_MULTIQC (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 16:05:56.451	3.7s	3.7s	132.1%	964.9 MB	1.9 GB	358.7 KB	387.9 KB
119	76/3827fe	4060540	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix)	COMPLETED	0	2024-04-04 16:05:59.405	1.6s	1.6s	3.1%	10 MB	62.9 MB	356.5 KB	164.7 KB
121	d3/e22c78	4066119	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix)	COMPLETED	0	2024-04-04 16:06:01.056	114ms	54ms	1661.7%	3.3 MB	11 MB	362.3 KB	163.2 KB
49	74/f1add7	4027447	NFCORE_PANGENOME:PANGENOME:PGGB:SMOOTHXG (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3)	COMPLETED	0	2024-04-04 16:05:52.155	9.3s	9.3s	178.0%	134.7 MB	483 MB	730.9 KB	3.9 MB
123	9d/13313f	4067080	NFCORE_PANGENOME:PANGENOME:PGGB:GFAFFIX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3)	COMPLETED	0	2024-04-04 16:06:01.476	87ms	15ms	125.5%	0	0	519.9 KB	157.1 KB
114	9d/fba403	4054494	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_MULTIQC (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 16:05:57.118	4.5s	4.5s	127.4%	964.9 MB	1.9 GB	356.4 KB	384.1 KB
122	b4/42fbc1	4066483	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix)	COMPLETED	0	2024-04-04 16:06:01.181	1.2s	1.1s	273.9%	17.7 MB	226.7 MB	370.3 KB	175.8 KB
116	d9/8414f3	4055026	NFCORE_PANGENOME:PANGENOME:MULTIQC_COMMUNITY (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2)	COMPLETED	0	2024-04-04 16:05:57.605	4.8s	4.7s	291.2%	109.9 MB	2.4 GB	870.8 MB	2.9 MB
134	9c/c8ca1f	4067780	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 16:06:02.357	193ms	109ms	84.1%	3.1 MB	11 MB	361.4 KB	2.1 KB
130	38/87a4da	4067795	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix)	COMPLETED	0	2024-04-04 16:06:02.368	191ms	81ms	37.4%	0	0	361.4 KB	1.2 KB
131	2d/a1017c	4067785	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix.viz_O)	COMPLETED	0	2024-04-04 16:06:02.365	225ms	89ms	53.1%	0	0	361.4 KB	922 B
128	3e/dfc705	4067811	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_POS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix.viz_pos)	COMPLETED	0	2024-04-04 16:06:02.371	222ms	71ms	61.2%	3.1 MB	11 MB	361.4 KB	4.6 KB
127	18/d5c46f	4067890	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix)	COMPLETED	0	2024-04-04 16:06:02.386	214ms	28ms	67.1%	0	0	361.4 KB	158.2 KB
133	c8/7c03f0	4067856	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_DEPTH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix.viz_depth)	COMPLETED	0	2024-04-04 16:06:02.380	225ms	71ms	100.6%	3.1 MB	11 MB	361.4 KB	2.9 KB
129	eb/243480	4067872	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_UNCALLED (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix.viz_uncalled)	COMPLETED	0	2024-04-04 16:06:02.383	225ms	74ms	95.0%	3.1 MB	11 MB	361.4 KB	3.9 KB
132	9d/67123f	4067781	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COLOR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix.viz)	COMPLETED	0	2024-04-04 16:06:02.361	251ms	102ms	71.1%	3.3 MB	11 MB	361.4 KB	3.3 KB
126	20/75f113	4067843	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_LAYOUT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix)	COMPLETED	0	2024-04-04 16:06:02.377	713ms	577ms	197.9%	17.7 MB	208.7 MB	370.4 KB	16.4 KB
124	65/ec1b3a	4067208	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix)	COMPLETED	0	2024-04-04 16:06:01.575	1.6s	1.5s	2.0%	10.1 MB	62.9 MB	355.2 KB	162 KB
137	ea/118a37	4069295	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix)	COMPLETED	0	2024-04-04 16:06:03.157	215ms	156ms	578.5%	11.2 MB	63.4 MB	359.6 KB	160.6 KB
135	0d/dcda04	4069195	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_HEIGHT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.gfaffix)	COMPLETED	0	2024-04-04 16:06:03.106	306ms	255ms	485.0%	45.7 MB	361.6 MB	362.8 KB	8 KB
117	f0/0a96a9	4059884	NFCORE_PANGENOME:PANGENOME:MULTIQC_COMMUNITY (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6)	COMPLETED	0	2024-04-04 16:05:58.883	4.7s	4.6s	294.0%	112.5 MB	2.4 GB	793.7 MB	2.9 MB
138	22/ad7756	4069926	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix)	COMPLETED	0	2024-04-04 16:06:03.380	1.2s	1.1s	226.7%	17.7 MB	244.7 MB	364.6 KB	168.7 KB
139	f4/2644ef	4070581	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix)	COMPLETED	0	2024-04-04 16:06:04.619	132ms	24ms	90.1%	0	0	358.7 KB	156.9 KB
145	57/0d9df6	4070584	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COLOR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix.viz)	COMPLETED	0	2024-04-04 16:06:04.621	134ms	71ms	73.0%	0	0	358.8 KB	3 KB
147	92/9496ad	4070599	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix.viz_O)	COMPLETED	0	2024-04-04 16:06:04.626	133ms	71ms	100.6%	3.3 MB	11 MB	358.8 KB	936 B
143	a6/51c119	4070610	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix)	COMPLETED	0	2024-04-04 16:06:04.628	135ms	34ms	63.5%	0	0	358.8 KB	1.2 KB
146	4e/a218f8	4070632	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_DEPTH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix.viz_depth)	COMPLETED	0	2024-04-04 16:06:04.633	135ms	69ms	88.9%	3.3 MB	11 MB	358.8 KB	2.6 KB
141	c1/9e1592	4070580	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_POS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix.viz_pos)	COMPLETED	0	2024-04-04 16:06:04.603	170ms	79ms	101.9%	3.1 MB	11 MB	358.8 KB	4.2 KB
140	de/3bcafd	4070595	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 16:06:04.623	153ms	80ms	90.3%	3.3 MB	11 MB	358.8 KB	1.9 KB
144	25/a65e32	4070622	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_UNCALLED (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.gfaffix.viz_uncalled)	COMPLETED	0	2024-04-04 16:06:04.630	149ms	76ms	115.1%	3.1 MB	11 MB	358.8 KB	3.6 KB
