task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
16	0d/0a9a7e	3763108	NFCORE_PANGENOME:PANGENOME:COMMUNITY:TABIX_BGZIP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4)	COMPLETED	0	2024-04-04 15:56:54.222	235ms	174ms	99.0%	5.7 MB	20.9 MB	1.6 MB	402.7 KB
18	b3/3488fd	3763702	NFCORE_PANGENOME:PANGENOME:COMMUNITY:SAMTOOLS_FAIDX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.fa.gz)	COMPLETED	0	2024-04-04 15:56:54.390	105ms	34ms	110.7%	0	0	361.6 KB	1 KB
19	4c/dd5037	3763708	NFCORE_PANGENOME:PANGENOME:COMMUNITY:SAMTOOLS_FAIDX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.fa.gz)	COMPLETED	0	2024-04-04 15:56:54.394	112ms	33ms	115.1%	0	0	454.6 KB	1.1 KB
20	82/3b4037	3763714	NFCORE_PANGENOME:PANGENOME:COMMUNITY:SAMTOOLS_FAIDX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.fa.gz)	COMPLETED	0	2024-04-04 15:56:54.398	117ms	36ms	106.3%	0	0	416.3 KB	1 KB
21	a7/274e86	3763789	NFCORE_PANGENOME:PANGENOME:COMMUNITY:SAMTOOLS_FAIDX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.fa.gz)	COMPLETED	0	2024-04-04 15:56:54.422	105ms	34ms	91.4%	0	0	454.8 KB	1.1 KB
22	51/de4489	3763828	NFCORE_PANGENOME:PANGENOME:COMMUNITY:SAMTOOLS_FAIDX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.fa.gz)	COMPLETED	0	2024-04-04 15:56:54.431	156ms	35ms	106.7%	0	0	615 KB	1.5 KB
23	93/ac3972	3763973	NFCORE_PANGENOME:PANGENOME:COMMUNITY:SAMTOOLS_FAIDX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.fa.gz)	COMPLETED	0	2024-04-04 15:56:54.470	127ms	39ms	99.7%	0	0	654.6 KB	1.7 KB
24	b0/478468	3764194	NFCORE_PANGENOME:PANGENOME:PGGB:WFMASH_MAP_ALIGN (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2)	COMPLETED	0	2024-04-04 15:56:54.517	1.1s	1.1s	384.1%	17.7 MB	8.1 GB	1.1 MB	8.6 KB
25	d1/a7b031	3764216	NFCORE_PANGENOME:PANGENOME:PGGB:WFMASH_MAP_ALIGN (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6)	COMPLETED	0	2024-04-04 15:56:54.527	1.2s	1.1s	280.8%	20.2 MB	8.1 GB	2.4 MB	12 KB
26	4c/99df22	3764240	NFCORE_PANGENOME:PANGENOME:PGGB:WFMASH_MAP_ALIGN (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5)	COMPLETED	0	2024-04-04 15:56:54.536	1.2s	1.1s	269.9%	19.1 MB	8.1 GB	1.8 MB	9 KB
27	d5/747c6a	3764249	NFCORE_PANGENOME:PANGENOME:PGGB:WFMASH_MAP_ALIGN (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1)	COMPLETED	0	2024-04-04 15:56:54.542	1.2s	1.1s	356.4%	20.9 MB	8.1 GB	2.4 MB	12.2 KB
17	b8/541f71	3763263	NFCORE_PANGENOME:PANGENOME:COMMUNITY:TABIX_BGZIP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.0)	COMPLETED	0	2024-04-04 15:56:54.270	1.8s	1.7s	92.7%	8.3 MB	20.9 MB	14.4 MB	3.8 MB
29	d2/6d6e77	3764666	NFCORE_PANGENOME:PANGENOME:PGGB:WFMASH_MAP_ALIGN (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4)	COMPLETED	0	2024-04-04 15:56:54.653	1.4s	1.2s	559.3%	24.1 MB	8.1 GB	8 MB	44.8 KB
30	f7/a00a75	3765586	NFCORE_PANGENOME:PANGENOME:PGGB:SEQWISH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2)	COMPLETED	0	2024-04-04 15:56:55.671	620ms	538ms	2094.5%	32.2 MB	115 MB	319.9 KB	790.9 KB
28	eb/e84445	3764575	NFCORE_PANGENOME:PANGENOME:PGGB:WFMASH_MAP_ALIGN (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3)	COMPLETED	0	2024-04-04 15:56:54.617	2s	1.7s	420.1%	104.3 MB	8.4 GB	6.6 MB	31.8 KB
34	4e/c63b9f	3766553	NFCORE_PANGENOME:PANGENOME:COMMUNITY:SAMTOOLS_FAIDX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.0.fa.gz)	COMPLETED	0	2024-04-04 15:56:56.048	595ms	314ms	31.1%	3.1 MB	11 MB	4 MB	11.4 KB
31	66/819cd5	3765605	NFCORE_PANGENOME:PANGENOME:PGGB:SEQWISH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6)	COMPLETED	0	2024-04-04 15:56:55.689	1s	947ms	1218.4%	15.9 MB	80.3 MB	414.8 KB	1 MB
32	e2/8ff82a	3765857	NFCORE_PANGENOME:PANGENOME:PGGB:SEQWISH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5)	COMPLETED	0	2024-04-04 15:56:55.752	975ms	915ms	1352.5%	32.3 MB	107.2 MB	372.3 KB	913.8 KB
33	7a/70455b	3765968	NFCORE_PANGENOME:PANGENOME:PGGB:SEQWISH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1)	COMPLETED	0	2024-04-04 15:56:55.780	1s	968ms	1191.6%	32.6 MB	119.3 MB	415.3 KB	1.1 MB
37	88/2a7510	3766845	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.seqwish)	COMPLETED	0	2024-04-04 15:56:56.328	840ms	577ms	4.8%	9.5 MB	62.9 MB	358.7 KB	215.7 KB
43	f1/a2785d	3767730	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.seqwish)	COMPLETED	0	2024-04-04 15:56:56.823	782ms	617ms	4.7%	8.9 MB	39 MB	353.9 KB	161.8 KB
46	12/ac5ae8	3768389	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.seqwish)	COMPLETED	0	2024-04-04 15:56:57.614	179ms	24ms	116.4%	0	0	413.4 KB	1.2 KB
47	88/578eb2	3768601	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.seqwish)	COMPLETED	0	2024-04-04 15:56:57.797	103ms	22ms	126.1%	0	0	359.4 KB	1.2 KB
35	5e/202538	3766669	NFCORE_PANGENOME:PANGENOME:PGGB:SEQWISH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4)	COMPLETED	0	2024-04-04 15:56:56.097	1.8s	1.4s	814.8%	102.6 MB	746.3 MB	642.4 KB	1.8 MB
38	38/616d9d	3767086	NFCORE_PANGENOME:PANGENOME:PGGB:SEQWISH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3)	COMPLETED	0	2024-04-04 15:56:56.600	1.4s	1.3s	1023.2%	97.8 MB	746.1 MB	591.8 KB	1.6 MB
41	72/44be3a	3767466	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.seqwish)	COMPLETED	0	2024-04-04 15:56:56.704	1.7s	1.5s	2.6%	9.4 MB	62.9 MB	354.3 KB	159.4 KB
45	37/0bf7d6	3768074	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.seqwish)	COMPLETED	0	2024-04-04 15:56:57.172	1.6s	1.5s	2.6%	9.6 MB	62.9 MB	358.6 KB	167.1 KB
52	fd/d9284a	3777735	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.seqwish)	COMPLETED	0	2024-04-04 15:56:58.751	104ms	24ms	92.8%	0	0	357.1 KB	1.2 KB
53	cf/01a5aa	3779253	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.seqwish)	COMPLETED	0	2024-04-04 15:56:58.860	105ms	23ms	94.6%	0	0	364.8 KB	1.2 KB
49	77/0fe87b	3768955	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.seqwish)	COMPLETED	0	2024-04-04 15:56:57.957	1.6s	1.5s	2.0%	9.7 MB	70.9 MB	368.2 KB	176.8 KB
51	94/b151f8	3771382	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.seqwish)	COMPLETED	0	2024-04-04 15:56:58.359	1.6s	1.5s	2.6%	9.5 MB	62.9 MB	363.7 KB	171 KB
54	b1/f436ef	3787544	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.4.seqwish)	COMPLETED	0	2024-04-04 15:56:59.936	90ms	21ms	129.3%	0	0	374.4 KB	1.2 KB
55	c9/701e75	3787664	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.3.seqwish)	COMPLETED	0	2024-04-04 15:57:00.029	93ms	22ms	132.0%	0	0	368.7 KB	1.2 KB
40	29/394ce2	3767602	NFCORE_PANGENOME:PANGENOME:PGGB:SMOOTHXG (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6)	COMPLETED	0	2024-04-04 15:56:56.742	8.4s	8.3s	157.1%	136.9 MB	416.7 MB	692.7 KB	2.9 MB
56	84/97f4fa	3824035	NFCORE_PANGENOME:PANGENOME:PGGB:GFAFFIX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6)	COMPLETED	0	2024-04-04 15:57:06.179	101ms	18ms	108.5%	0	0	509 KB	152.1 KB
42	0d/ace444	3768899	NFCORE_PANGENOME:PANGENOME:PGGB:SMOOTHXG (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5)	COMPLETED	0	2024-04-04 15:56:57.939	8.8s	8.7s	158.4%	214 MB	658.9 MB	685.5 KB	2.7 MB
58	90/ea7ee5	3833495	NFCORE_PANGENOME:PANGENOME:PGGB:GFAFFIX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5)	COMPLETED	0	2024-04-04 15:57:06.736	105ms	19ms	100.5%	0	0	510.1 KB	152.1 KB
44	a7/bd6e66	3781344	NFCORE_PANGENOME:PANGENOME:PGGB:SMOOTHXG (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1)	COMPLETED	0	2024-04-04 15:56:59.540	8s	8s	180.4%	213.3 MB	563 MB	700.6 KB	2.9 MB
60	b4/91327a	3838464	NFCORE_PANGENOME:PANGENOME:PGGB:GFAFFIX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1)	COMPLETED	0	2024-04-04 15:57:07.560	105ms	18ms	106.1%	0	0	517.8 KB	154.3 KB
36	d4/3c917d	3766853	NFCORE_PANGENOME:PANGENOME:PGGB:SMOOTHXG (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2)	COMPLETED	0	2024-04-04 15:56:56.334	11.6s	11.3s	192.4%	359.3 MB	929.4 MB	704.2 KB	2.7 MB
62	ce/4e514b	3839192	NFCORE_PANGENOME:PANGENOME:PGGB:GFAFFIX (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2)	COMPLETED	0	2024-04-04 15:57:07.983	93ms	19ms	105.5%	0	0	520.8 KB	158.3 KB
57	b3/5f51ba	3833394	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 15:57:06.733	1.6s	1.5s	2.6%	9.4 MB	62.9 MB	350.2 KB	155 KB
64	8d/48031a	3839407	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 15:57:08.321	121ms	48ms	1943.8%	0	0	352.7 KB	154 KB
59	d4/6e56de	3838455	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 15:57:07.553	1.6s	1.5s	2.6%	9.5 MB	62.9 MB	350 KB	157.7 KB
61	5b/a634c6	3838651	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 15:57:07.676	1.6s	1.5s	3.3%	9.5 MB	62.9 MB	351.7 KB	160.3 KB
66	3a/ce65e6	3846732	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 15:57:09.142	120ms	54ms	1628.5%	3.3 MB	11 MB	355.3 KB	156.7 KB
67	d4/4a6a5e	3847134	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 15:57:09.266	103ms	48ms	1946.3%	3.3 MB	11 MB	358 KB	158.8 KB
65	70/5764d7	3841046	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 15:57:08.452	1.2s	1.1s	235.7%	17.5 MB	244.7 MB	356.3 KB	158.3 KB
63	d0/0e0a5c	3839284	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_BUILD (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 15:57:08.087	1.6s	1.5s	2.0%	9.5 MB	62.9 MB	355 KB	214 KB
71	64/b5a8d5	3847721	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 15:57:09.634	116ms	37ms	65.3%	0	0	352.2 KB	151.9 KB
77	77/a0955a	3847735	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_DEPTH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_depth)	COMPLETED	0	2024-04-04 15:57:09.640	117ms	55ms	91.9%	3.3 MB	11 MB	352.2 KB	1.6 KB
75	4f/a29f18	3847741	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 15:57:09.643	123ms	44ms	93.8%	0	0	352.2 KB	1.2 KB
74	06/76978e	3847754	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_UNCALLED (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_uncalled)	COMPLETED	0	2024-04-04 15:57:09.645	129ms	54ms	96.0%	0	0	352.2 KB	1.9 KB
76	42/9bc64c	3847891	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_POS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_pos)	COMPLETED	0	2024-04-04 15:57:09.672	118ms	46ms	85.6%	3.3 MB	11 MB	352.2 KB	2.4 KB
72	e0/d9619c	3847876	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_O)	COMPLETED	0	2024-04-04 15:57:09.669	127ms	38ms	110.3%	0	0	352.2 KB	841 B
73	54/de224c	3847907	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COLOR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz)	COMPLETED	0	2024-04-04 15:57:09.675	125ms	36ms	97.9%	0	0	352.2 KB	1.8 KB
78	d7/5c4468	3847921	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 15:57:09.678	134ms	47ms	85.8%	3.3 MB	11 MB	352.2 KB	1.3 KB
70	e5/3e5476	3848530	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_LAYOUT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 15:57:09.777	626ms	573ms	215.2%	17.5 MB	208.7 MB	356.4 KB	5.4 KB
79	0c/9321c5	3854290	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_UNCHOP (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.2.gfaffix)	COMPLETED	0	2024-04-04 15:57:10.406	124ms	64ms	1398.3%	3.3 MB	11 MB	411.6 KB	209.7 KB
68	29/011ce3	3847435	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 15:57:09.372	1.2s	1.1s	236.2%	17.5 MB	244.7 MB	358 KB	164.2 KB
86	f9/4734ba	3854906	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_O)	COMPLETED	0	2024-04-04 15:57:10.569	117ms	50ms	83.8%	0	0	355 KB	821 B
88	82/2baefd	3854915	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 15:57:10.573	125ms	46ms	106.1%	0	0	355 KB	1.2 KB
91	ae/76cde8	3854918	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_UNCALLED (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_uncalled)	COMPLETED	0	2024-04-04 15:57:10.576	126ms	52ms	132.3%	0	0	355 KB	1.7 KB
87	23/fda643	3854936	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COLOR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz)	COMPLETED	0	2024-04-04 15:57:10.581	132ms	34ms	81.9%	0	0	355 KB	1.7 KB
90	62/463aab	3854957	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_POS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_pos)	COMPLETED	0	2024-04-04 15:57:10.584	133ms	44ms	66.3%	0	0	355 KB	2.1 KB
89	57/96e1f0	3854985	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_DEPTH (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix.viz_depth)	COMPLETED	0	2024-04-04 15:57:10.590	130ms	42ms	117.1%	0	0	355 KB	1.5 KB
80	f9/e69c17	3854302	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_DRAW_HEIGHT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.6.gfaffix)	COMPLETED	0	2024-04-04 15:57:10.417	350ms	296ms	464.2%	57.1 MB	269.1 MB	352.8 KB	8.9 KB
84	83/7a0200	3854929	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 15:57:10.578	193ms	48ms	51.3%	0	0	354.9 KB	1.2 KB
83	cb/bcd9e9	3854967	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.5.gfaffix)	COMPLETED	0	2024-04-04 15:57:10.587	205ms	27ms	76.9%	0	0	354.9 KB	151.7 KB
69	b1/1f3f90	3847715	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_SORT (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 15:57:09.627	1.2s	1.1s	232.6%	17.5 MB	244.7 MB	360.3 KB	167.8 KB
96	85/a28fbd	3856076	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_STATS (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 15:57:10.853	131ms	29ms	77.1%	0	0	357 KB	1.2 KB
94	2d/8292ae	3856106	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_VIEW (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix)	COMPLETED	0	2024-04-04 15:57:10.855	138ms	52ms	62.0%	0	0	357 KB	153.4 KB
99	f3/64b129	3856159	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_INV (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix.viz_inv)	COMPLETED	0	2024-04-04 15:57:10.864	133ms	62ms	68.8%	3.3 MB	11 MB	357.1 KB	1.3 KB
98	30/d89eba	3856160	NFCORE_PANGENOME:PANGENOME:PGGB:ODGI_QC:ODGI_VIZ_COMPR (lumpy_2_skin_2_disease_2_virus_2_2_.fasta.gz.community.1.gfaffix.viz_O)	COMPLETED	0	2024-04-04 15:57:10.867	134ms	59ms	84.4%	3.3 MB	11 MB	357.1 KB	840 B
